Id,ClusterId
256978,7
256979,7
256980,7
256981,7
256982,7
256983,7
256984,7
256985,7
256986,7
256987,7
256988,7
256989,7
256990,7
256991,7
256992,7
256993,7
256994,7
256995,7
256996,7
256997,7
256998,7
256999,7
257000,7
257001,7
257002,7
257003,7
257004,7
257005,7
257006,7
257007,7
257008,7
257009,7
257010,7
257011,7
257012,7
257013,7
257014,7
257015,7
257016,7
257017,7
257018,7
257019,7
257020,7
257021,7
257022,7
257023,7
257024,7
257025,7
257026,7
257027,7
257028,7
257029,7
257030,7
257031,7
257032,7
257033,7
257034,7
257035,7
257036,7
257037,7
257038,7
257039,7
257040,7
257041,7
257042,7
257043,7
257044,7
257045,7
257046,7
257047,7
257048,7
257049,7
257050,7
257051,7
257052,7
257053,7
257054,7
257055,7
257056,7
257057,7
257058,7
257059,7
257060,7
257061,7
257062,7
257063,7
257064,7
257065,7
257066,7
257067,7
257068,7
257069,7
257070,7
257071,7
257072,7
257073,7
257074,7
257075,7
257076,7
257077,7
257078,7
257079,7
257080,7
257081,7
257082,7
257083,7
257084,7
257085,7
257086,7
257087,7
257088,7
257089,7
257090,7
257091,7
257092,7
257093,7
257094,7
257095,7
257096,7
257097,7
257098,7
257099,7
257100,7
257101,7
257102,7
257103,7
257104,7
257105,7
257106,7
257107,7
257108,7
257109,7
257110,7
257111,7
257112,7
257113,7
257114,7
257115,7
257116,7
257117,7
257118,7
257119,7
257120,7
257121,7
257122,7
257123,7
257124,7
257125,7
257126,7
257127,7
257128,7
257129,7
257130,7
257131,7
257132,7
257133,7
257134,7
257135,7
257136,7
257137,7
257138,7
257139,7
257140,7
257141,7
257142,7
257143,7
257144,7
257145,7
257146,7
257147,7
257148,7
257149,7
257150,7
257151,7
257152,7
257153,7
257154,7
257155,7
257156,7
257157,7
257158,7
257159,7
257160,7
257161,7
257162,7
257163,7
257164,7
257165,7
257166,7
257167,7
257168,7
257169,7
257170,7
257171,7
257172,7
257173,7
257174,7
257175,7
257176,7
257177,7
257178,7
257179,7
257180,7
257181,7
257182,7
257183,7
257184,7
257185,7
257186,7
257187,7
257188,7
257189,7
257190,7
257191,7
257192,7
257193,7
257194,7
257195,7
257196,7
257197,7
257198,7
257199,7
257200,7
257201,7
257202,7
257203,7
257204,7
257205,7
257206,7
257207,7
257208,7
257209,7
257210,7
257211,7
257212,7
257213,7
257214,7
257215,7
257216,7
257217,7
257218,7
257219,7
257220,7
257221,7
257222,7
257223,7
257224,7
257225,7
257226,7
257227,7
257228,7
257229,7
257230,7
257231,7
257232,7
257233,7
257234,7
257235,7
257236,7
257237,7
257238,7
257239,7
257240,7
257241,7
257242,7
257243,7
257244,7
257245,7
257246,7
257247,7
257248,7
257249,7
257250,7
257251,7
257252,7
257253,7
257254,7
257255,7
257256,7
257257,7
257258,7
257259,7
257260,7
257261,7
257262,7
257263,7
257264,7
257265,7
257266,7
257267,7
257268,7
257269,7
257270,7
257271,7
257272,7
257273,7
257274,7
257275,7
257276,7
257277,7
257278,7
257279,7
257280,7
257281,7
257282,7
257283,7
257284,7
257285,7
257286,7
257287,7
257288,7
257289,7
257290,7
257291,7
257292,7
257293,7
257294,7
257295,7
257296,7
257297,7
257298,7
257299,7
257300,7
257301,7
257302,7
257303,7
257304,7
257305,7
257306,7
257307,7
257308,7
257309,7
257310,7
257311,7
257312,7
257313,7
257314,7
257315,7
257316,7
257317,7
257318,7
257319,7
257320,7
257321,7
257322,7
257323,7
257324,7
257325,7
257326,7
257327,7
257328,7
257329,7
257330,7
257331,7
257332,7
257333,7
257334,7
257335,7
257336,7
257337,7
257338,7
257339,7
257340,7
257341,7
257342,7
257343,7
257344,7
257345,7
257346,7
257347,7
257348,7
257349,7
257350,7
257351,7
257352,7
257353,7
257354,7
257355,7
257356,7
257357,7
257358,7
257359,7
257360,7
257361,7
257362,7
257363,7
257364,7
257365,7
257366,7
257367,7
257368,7
257369,7
257370,7
257371,7
257372,7
257373,7
257374,7
257375,7
257376,7
257377,7
257378,7
257379,7
257380,7
257381,7
257382,7
257383,7
257384,7
257385,7
257386,7
257387,7
257388,7
257389,7
257390,7
257391,7
257392,7
257393,7
257394,7
257395,7
257396,7
257397,7
257398,7
257399,7
257400,7
257401,7
257402,7
257403,7
257404,7
257405,7
257406,7
257407,7
257408,7
257409,7
257410,7
257411,7
257412,7
257413,7
257414,7
257415,7
257416,7
257417,7
257418,7
257419,7
257420,7
257421,7
257422,7
257423,7
257424,7
257425,7
257426,7
257427,7
257428,7
257429,7
257430,7
257431,7
257432,7
257433,7
257434,7
257435,7
257436,7
257437,7
257438,7
257439,7
257440,7
257441,7
257442,7
257443,7
257444,7
257445,7
257446,7
257447,7
257448,7
257449,7
257450,7
257451,7
257452,7
257453,7
257454,7
257455,7
257456,7
257457,7
257458,7
257459,7
257460,7
257461,7
257462,7
257463,7
257464,7
257465,7
257466,7
257467,7
257468,7
257469,7
257470,7
257471,7
257472,7
257473,7
257474,7
257475,7
257476,7
257477,7
257478,7
257479,7
257480,7
257481,7
257482,7
257483,7
257484,7
257485,7
257486,7
257487,7
257488,7
257489,7
257490,7
257491,7
257492,7
257493,7
257494,7
257495,7
257496,7
257497,7
257498,7
257499,7
257500,7
257501,7
257502,7
257503,7
257504,7
257505,7
257506,7
257507,7
257508,7
257509,7
257510,7
257511,7
257512,7
257513,7
257514,7
257515,7
257516,7
257517,7
257518,7
257519,7
257520,7
257521,7
257522,7
257523,7
257524,7
257525,7
257526,7
257527,7
257528,7
257529,7
257530,7
257531,7
257532,7
257533,7
257534,7
257535,7
257536,7
257537,7
257538,7
257539,7
257540,7
257541,7
257542,7
257543,7
257544,7
257545,7
257546,7
257547,7
257548,7
257549,7
257550,7
257551,7
257552,7
257553,7
257554,7
257555,7
257556,7
257557,7
257558,7
257559,7
257560,7
257561,7
257562,7
257563,7
257564,7
257565,7
257566,7
257567,7
257568,7
257569,7
257570,7
257571,7
257572,7
257573,7
257574,7
257575,7
257576,7
257577,7
257578,7
257579,7
257580,7
257581,7
257582,7
257583,7
257584,7
257585,7
257586,7
257587,7
257588,7
257589,7
257590,7
257591,7
257592,7
257593,7
257594,7
257595,7
257596,7
257597,7
257598,7
257599,7
257600,7
257601,7
257602,7
257603,7
257604,7
257605,7
257606,7
257607,7
257608,7
257609,7
257610,7
257611,7
257612,7
257613,7
257614,7
257615,7
257616,7
257617,7
257618,7
257619,7
257620,7
257621,7
257622,7
257623,7
257624,7
257625,7
257626,7
257627,7
257628,7
257629,7
257630,7
257631,7
257632,7
257633,7
257634,7
257635,7
257636,7
257637,7
257638,7
257639,7
257640,7
257641,7
257642,7
257643,7
257644,7
257645,7
257646,7
257647,7
257648,7
257649,7
257650,7
257651,7
257652,7
257653,7
257654,7
257655,7
257656,7
257657,7
257658,7
257659,7
257660,7
257661,7
257662,7
257663,7
257664,7
257665,7
257666,7
257667,7
257668,7
257669,7
257670,7
257671,7
257672,7
257673,7
257674,7
257675,7
257676,7
257677,7
257678,7
257679,7
257680,7
257681,7
257682,7
257683,7
257684,7
257685,7
257686,7
257687,7
257688,7
257689,7
257690,7
257691,7
257692,7
257693,7
257694,7
257695,7
257696,7
257697,7
257698,7
257699,7
257700,7
257701,7
257702,7
257703,7
257704,7
257705,7
257706,7
257707,7
257708,7
257709,7
257710,7
257711,7
257712,7
257713,7
257714,7
257715,7
257716,7
257717,7
257718,7
257719,7
257720,7
257721,7
257722,7
257723,7
257724,7
257725,7
257726,7
257727,7
257728,7
257729,7
257730,7
257731,7
257732,7
257733,7
257734,7
257735,7
257736,7
257737,7
257738,7
257739,7
257740,7
257741,7
257742,7
257743,7
257744,7
257745,7
257746,7
257747,7
257748,7
257749,7
257750,7
257751,7
257752,7
257753,7
257754,7
257755,7
257756,7
257757,7
257758,7
257759,7
257760,7
257761,7
257762,7
257763,7
257764,7
257765,7
257766,7
257767,7
257768,7
257769,7
257770,7
257771,7
257772,7
257773,7
257774,7
257775,7
257776,7
257777,7
257778,7
257779,7
257780,7
257781,7
257782,7
257783,7
257784,7
257785,7
257786,7
257787,7
257788,7
257789,7
257790,7
257791,7
257792,7
257793,7
257794,7
257795,7
257796,7
257797,7
257798,7
257799,7
257800,6
257801,6
257802,6
257803,6
257804,6
257805,6
257806,6
257807,6
257808,6
257809,6
257810,6
257811,6
257812,6
257813,6
257814,6
257815,6
257816,6
257817,6
257818,6
257819,6
257820,6
257821,6
257822,6
257823,6
257824,6
257825,6
257826,6
257827,6
257828,6
257829,6
257830,6
257831,6
257832,6
257833,6
257834,6
257835,6
257836,6
257837,6
257838,6
257839,6
257840,6
257841,6
257842,6
257843,6
257844,6
257845,6
257846,6
257847,6
257848,6
257849,6
257850,6
257851,6
257852,6
257853,6
257854,6
257855,6
257856,6
257857,6
257858,6
257859,6
257860,6
257861,6
257862,6
257863,6
257864,6
257865,6
257866,6
257867,6
257868,6
257869,6
257870,6
257871,6
257872,6
257873,6
257874,6
257875,6
257876,6
257877,6
257878,6
257879,6
257880,6
257881,6
257882,6
257883,6
257884,6
257885,6
257886,6
257887,6
257888,6
257889,6
257890,6
257891,6
257892,6
257893,6
257894,6
257895,6
257896,6
257897,6
257898,6
257899,6
257900,6
257901,6
257902,6
257903,6
257904,6
257905,6
257906,6
257907,6
257908,6
257909,6
257910,6
257911,6
257912,6
257913,6
257914,6
257915,6
257916,6
257917,6
257918,6
257919,6
257920,6
257921,6
257922,6
257923,6
257924,6
257925,6
257926,6
257927,6
257928,6
257929,6
257930,6
257931,6
257932,6
257933,6
257934,6
257935,6
257936,6
257937,6
257938,6
257939,6
257940,6
257941,6
257942,6
257943,6
257944,6
257945,6
257946,6
257947,6
257948,6
257949,6
257950,6
257951,6
257952,6
257953,6
257954,6
257955,6
257956,6
257957,6
257958,6
257959,6
257960,6
257961,6
257962,6
257963,6
257964,6
257965,6
257966,6
257967,6
257968,6
257969,6
257970,6
257971,6
257972,6
257973,6
257974,6
257975,6
257976,6
257977,6
257978,6
257979,6
257980,6
257981,6
257982,6
257983,6
257984,6
257985,6
257986,6
257987,6
257988,6
257989,6
257990,6
257991,6
257992,6
257993,6
257994,6
257995,6
257996,6
257997,6
257998,6
257999,6
258000,7
258001,7
258002,7
258003,7
258004,7
258005,7
258006,7
258007,7
258008,7
258009,7
258010,7
258011,7
258012,7
258013,7
258014,7
258015,7
258016,7
258017,7
258018,7
258019,7
258020,7
258021,7
258022,7
258023,7
258024,7
258025,7
258026,7
258027,7
258028,7
258029,7
258030,7
258031,7
258032,7
258033,7
258034,7
258035,7
258036,7
258037,7
258038,7
258039,7
258040,7
258041,7
258042,7
258043,7
258044,7
258045,7
258046,7
258047,7
258048,7
258049,7
258050,7
258051,7
258052,7
258053,7
258054,7
258055,7
258056,7
258057,7
258058,7
258059,7
258060,7
258061,7
258062,7
258063,7
258064,7
258065,7
258066,7
258067,7
258068,7
258069,7
258070,7
258071,7
258072,7
258073,7
258074,7
258075,7
258076,7
258077,7
258078,7
258079,7
258080,7
258081,7
258082,7
258083,7
258084,7
258085,7
258086,7
258087,7
258088,7
258089,7
258090,7
258091,7
258092,7
258093,7
258094,7
258095,7
258096,7
258097,7
258098,7
258099,7
258100,7
258101,7
258102,7
258103,7
258104,7
258105,7
258106,7
258107,7
258108,7
258109,7
258110,7
258111,7
258112,7
258113,7
258114,7
258115,7
258116,7
258117,7
258118,7
258119,7
258120,7
258121,7
258122,7
258123,7
258124,7
258125,7
258126,7
258127,7
258128,7
258129,7
258130,7
258131,7
258132,7
258133,7
258134,7
258135,7
258136,7
258137,7
258138,7
258139,7
258140,7
258141,7
258142,7
258143,7
258144,7
258145,7
258146,7
258147,7
258148,7
258149,7
258150,7
258151,7
258152,7
258153,7
258154,7
258155,7
258156,7
258157,7
258158,7
258159,7
258160,7
258161,7
258162,7
258163,7
258164,7
258165,7
258166,7
258167,7
258168,7
258169,7
258170,7
258171,7
258172,7
258173,7
258174,7
258175,7
258176,7
258177,7
258178,7
258179,7
258180,7
258181,7
258182,7
258183,7
258184,7
258185,7
258186,7
258187,7
258188,7
258189,7
258190,7
258191,7
258192,7
258193,7
258194,7
258195,7
258196,7
258197,7
258198,7
258199,7
258200,6
258201,6
258202,6
258203,6
258204,6
258205,6
258206,6
258207,6
258208,6
258209,6
258210,6
258211,6
258212,6
258213,6
258214,6
258215,6
258216,6
258217,6
258218,6
258219,6
258220,6
258221,6
258222,6
258223,6
258224,6
258225,6
258226,6
258227,6
258228,6
258229,6
258230,6
258231,6
258232,6
258233,6
258234,6
258235,6
258236,6
258237,6
258238,6
258239,6
258240,6
258241,6
258242,6
258243,6
258244,6
258245,6
258246,6
258247,6
258248,6
258249,6
258250,6
258251,6
258252,6
258253,6
258254,6
258255,6
258256,6
258257,6
258258,6
258259,6
258260,6
258261,6
258262,6
258263,6
258264,6
258265,6
258266,6
258267,6
258268,6
258269,6
258270,6
258271,6
258272,6
258273,6
258274,6
258275,6
258276,6
258277,6
258278,6
258279,6
258280,6
258281,6
258282,6
258283,6
258284,6
258285,6
258286,6
258287,6
258288,6
258289,6
258290,6
258291,6
258292,6
258293,6
258294,6
258295,6
258296,6
258297,6
258298,6
258299,6
258300,7
258301,7
258302,7
258303,7
258304,7
258305,7
258306,7
258307,7
258308,7
258309,7
258310,7
258311,7
258312,7
258313,7
258314,7
258315,7
258316,7
258317,7
258318,7
258319,7
258320,7
258321,7
258322,7
258323,7
258324,7
258325,7
258326,7
258327,7
258328,7
258329,7
258330,7
258331,7
258332,7
258333,7
258334,7
258335,7
258336,7
258337,7
258338,7
258339,7
258340,7
258341,7
258342,7
258343,7
258344,7
258345,7
258346,7
258347,7
258348,7
258349,7
258350,7
258351,7
258352,7
258353,7
258354,7
258355,7
258356,7
258357,7
258358,7
258359,7
258360,7
258361,7
258362,7
258363,7
258364,7
258365,7
258366,7
258367,7
258368,7
258369,7
258370,7
258371,7
258372,7
258373,7
258374,7
258375,7
258376,7
258377,7
258378,7
258379,7
258380,7
258381,7
258382,7
258383,7
258384,7
258385,7
258386,7
258387,7
258388,7
258389,7
258390,7
258391,7
258392,7
258393,7
258394,7
258395,7
258396,7
258397,7
258398,7
258399,7
258400,6
258401,6
258402,6
258403,6
258404,6
258405,6
258406,6
258407,6
258408,6
258409,6
258410,6
258411,6
258412,6
258413,6
258414,6
258415,6
258416,6
258417,6
258418,6
258419,6
258420,6
258421,6
258422,6
258423,6
258424,6
258425,6
258426,6
258427,6
258428,6
258429,6
258430,6
258431,6
258432,6
258433,6
258434,6
258435,6
258436,6
258437,6
258438,6
258439,6
258440,6
258441,6
258442,6
258443,6
258444,6
258445,6
258446,6
258447,6
258448,6
258449,6
258450,6
258451,6
258452,6
258453,6
258454,6
258455,6
258456,6
258457,6
258458,6
258459,6
258460,6
258461,6
258462,6
258463,6
258464,6
258465,6
258466,6
258467,6
258468,6
258469,6
258470,6
258471,6
258472,6
258473,6
258474,6
258475,6
258476,6
258477,6
258478,6
258479,6
258480,6
258481,6
258482,6
258483,6
258484,6
258485,6
258486,6
258487,6
258488,6
258489,6
258490,6
258491,6
258492,6
258493,6
258494,6
258495,6
258496,6
258497,6
258498,6
258499,7
258500,6
258501,6
258502,6
258503,6
258504,6
258505,6
258506,6
258507,6
258508,6
258509,6
258510,6
258511,6
258512,6
258513,6
258514,6
258515,6
258516,6
258517,6
258518,6
258519,6
258520,6
258521,6
258522,6
258523,6
258524,6
258525,6
258526,6
258527,6
258528,6
258529,6
258530,6
258531,6
258532,6
258533,6
258534,6
258535,6
258536,6
258537,6
258538,6
258539,6
258540,6
258541,6
258542,6
258543,6
258544,6
258545,6
258546,6
258547,6
258548,6
258549,6
258550,6
258551,6
258552,6
258553,6
258554,6
258555,6
258556,6
258557,6
258558,6
258559,6
258560,6
258561,6
258562,6
258563,6
258564,6
258565,6
258566,6
258567,6
258568,6
258569,6
258570,6
258571,6
258572,6
258573,6
258574,6
258575,6
258576,6
258577,6
258578,6
258579,6
258580,6
258581,6
258582,6
258583,6
258584,6
258585,6
258586,6
258587,6
258588,6
258589,6
258590,6
258591,6
258592,6
258593,6
258594,6
258595,6
258596,6
258597,6
258598,6
258599,6
258600,6
258601,6
258602,6
258603,6
258604,6
258605,6
258606,6
258607,6
258608,6
258609,6
258610,6
258611,6
258612,6
258613,6
258614,6
258615,6
258616,6
